study_name,time,island_name,colony_code,sample_number,organism_weight,sex,dorsal_ridge_length,dorsal_ridge_depth
,UTC,,,,gram,,mm,mm
PAL9495,1995-01-11T16:30:00Z,TOR,23,94002.0,3900.0,M,39.1,18.5
PAL9495,1995-01-11T16:30:00Z,TOR,23,94003.0,4600.0,F,37.5,17.8
PAL9495,1995-01-11T16:30:00Z,TOR,23,94004.0,3900.0,M,39.5,21.6
PAL9495,1995-01-11T16:30:00Z,TOR,23,94005.0,4350.0,M,40.7,18.8
PAL9495,1995-01-17T18:00:00Z,TOR,23,94006.0,4250.0,M,39.7,17.8
PAL9495,1995-01-17T18:00:00Z,TOR,23,94007.0,3800.0,F,34.8,17.2
PAL9495,1995-01-17T18:00:00Z,TOR,23,94008.0,3850.0,F,37.2,18.2
PAL9495,1995-01-17T18:00:00Z,TOR,23,94009.0,4300.0,M,38.0,18.7
PAL9495,1995-01-17T18:00:00Z,TOR,23,94010.0,4050.0,F,38.4,18.3
PAL9495,1995-01-22T19:00:00Z,TOR,23,94011.0,4600.0,M,39.6,20.0
PAL9495,1995-01-22T19:00:00Z,TOR,23,94012.0,4300.0,M,35.7,18.7
PAL9495,1995-01-22T19:00:00Z,TOR,23,94013.0,3950.0,F,34.5,14.8
PAL9495,1995-01-22T19:00:00Z,TOR,23,94014.0,4750.0,M,38.8,19.7
PAL9495,1995-01-22T19:00:00Z,TOR,23,94015.0,4950.0,M,40.5,19.1
PAL9495,1995-01-27T18:00:00Z,TOR,23,94016.0,4200.0,F,37.3,18.5
PAL9495,1995-01-27T18:00:00Z,TOR,23,94017.0,4300.0,M,40.7,18.2
PAL9495,1995-01-27T18:00:00Z,TOR,23,94018.0,4550.0,M,41.1,19.0
PAL9495,1995-01-27T18:00:00Z,TOR,23,94019.0,4950.0,M,42.4,18.6
PAL9495,1995-01-27T18:00:00Z,TOR,23,94020.0,4250.0,F,34.1,17.4
PAL9495,1995-02-02T18:30:00Z,TOR,23,94021.0,4400.0,F,36.0,17.9
PAL9495,1995-02-02T18:30:00Z,TOR,23,94022.0,3750.0,F,37.3,17.8
PAL9495,1995-02-02T18:30:00Z,TOR,23,94023.0,4250.0,F,32.7,17.7
PAL9495,1995-02-02T18:30:00Z,TOR,23,94024.0,4150.0,M,39.6,17.8
PAL9495,1995-02-02T18:30:00Z,TOR,23,94025.0,5050.0,M,37.3,19.2
PAL9495,1995-02-06T18:30:00Z,TOR,23,94026.0,3950.0,F,34.4,17.0
PAL9495,1995-02-06T18:30:00Z,TOR,23,94027.0,4250.0,M,40.0,19.4
PAL9495,1995-02-06T18:30:00Z,TOR,23,94028.0,3900.0,M,40.6,18.5
PAL9495,1995-02-06T18:30:00Z,TOR,23,94029.0,4250.0,F,35.3,15.5
PAL9495,1995-02-06T18:30:00Z,TOR,23,94030.0,4300.0,M,40.8,17.5
PAL9495,1995-02-13T19:00:00Z,TOR,23,94031.0,4100.0,F,34.5,17.6
PAL9495,1995-02-13T19:00:00Z,TOR,23,94032.0,5200.0,M,39.8,18.2
PAL9495,1995-02-13T19:00:00Z,TOR,23,94033.0,4650.0,F,36.0,17.0
PAL9495,1995-02-13T19:00:00Z,TOR,23,94034.0,4300.0,M,38.6,18.7
PAL9495,1995-02-13T19:00:00Z,TOR,23,94035.0,5200.0,M,38.6,19.0
PAL9495,1995-02-18T19:30:00Z,TOR,23,94036.0,4350.0,M,40.7,18.8
PAL9495,1995-02-18T19:30:00Z,TOR,23,94037.0,5000.0,M,43.5,20.3
PAL9495,1995-02-18T19:30:00Z,TOR,23,94038.0,4750.0,F,37.5,19.0
PAL9495,1995-02-18T19:30:00Z,TOR,23,94039.0,5200.0,F,35.6,17.8
PAL9495,1995-02-18T19:30:00Z,TOR,23,94040.0,4450.0,F,38.2,18.7
PAL9596,1996-01-11T18:30:00Z,TOR,23,95001.0,4650.0,M,41.7,17.8
PAL9596,1996-01-11T18:30:00Z,TOR,23,95002.0,4200.0,F,38.2,17.3
PAL9596,1996-01-11T18:30:00Z,TOR,23,95003.0,4200.0,F,35.7,16.7
PAL9596,1996-01-11T18:30:00Z,TOR,23,95004.0,6000.0,M,42.4,19.8
PAL9596,1996-01-11T18:30:00Z,TOR,23,95005.0,4600.0,F,38.2,17.3
PAL9596,1996-01-16T18:30:00Z,TOR,23,95006.0,3825.0,F,37.4,16.8
PAL9596,1996-01-16T18:30:00Z,TOR,23,95007.0,4400.0,F,36.1,16.9
PAL9596,1996-01-16T18:30:00Z,TOR,23,95008.0,4400.0,M,42.3,18.5
PAL9596,1996-01-16T18:30:00Z,TOR,23,95009.0,4625.0,F,34.7,18.4
PAL9596,1996-01-16T18:30:00Z,TOR,23,95010.0,4625.0,F,37.3,17.6
PAL9596,1996-01-22T19:00:00Z,TOR,23,95011.0,4625.0,M,39.2,18.7
PAL9596,1996-01-22T19:00:00Z,TOR,23,95012.0,4400.0,F,36.1,18.0
PAL9596,1996-01-22T19:00:00Z,TOR,23,95013.0,4225.0,F,38.3,17.8
PAL9596,1996-01-22T19:00:00Z,TOR,23,95014.0,4475.0,M,38.2,18.9
PAL9596,1996-01-22T19:00:00Z,TOR,23,95015.0,5600.0,F,37.7,17.5
PAL9596,1996-01-27T19:30:00Z,TOR,23,95016.0,4100.0,F,35.4,18.0
PAL9596,1996-01-27T19:30:00Z,TOR,23,95017.0,3750.0,F,37.8,18.0
PAL9596,1996-01-27T19:30:00Z,TOR,23,95018.0,4525.0,M,38.7,18.9
PAL9596,1996-01-27T19:30:00Z,TOR,23,95019.0,4150.0,F,36.2,17.5
PAL9596,1996-01-27T19:30:00Z,TOR,23,95020.0,4300.0,F,33.3,16.5
PAL9596,1996-02-01T19:00:00Z,TOR,23,95021.0,3900.0,F,36.3,17.5
PAL9596,1996-02-01T19:00:00Z,TOR,23,95022.0,4300.0,M,37.7,19.1
PAL9596,1996-02-01T19:00:00Z,TOR,23,95023.0,4750.0,M,38.9,17.0
PAL9596,1996-02-01T19:00:00Z,TOR,23,95024.0,4050.0,M,38.2,18.0
PAL9596,1996-02-01T19:00:00Z,TOR,23,95025.0,4450.0,M,40.3,19.8
PAL9596,1996-02-06T19:00:00Z,TOR,23,95026.0,4450.0,F,37.8,18.9
PAL9596,1996-02-06T19:00:00Z,TOR,23,95027.0,4450.0,M,37.6,19.5
PAL9596,1996-02-06T19:00:00Z,TOR,23,95028.0,4075.0,F,38.9,19.2
PAL9596,1996-02-06T19:00:00Z,TOR,23,95029.0,5200.0,M,42.4,19.6
PAL9596,1996-02-06T19:00:00Z,TOR,23,95030.0,4650.0,F,36.3,18.5
PAL9596,1996-02-11T17:30:00Z,TOR,23,95031.0,5200.0,M,38.7,20.3
PAL9596,1996-02-11T17:30:00Z,TOR,23,95032.0,4450.0,F,38.3,19.6
PAL9596,1996-02-11T17:30:00Z,TOR,23,95033.0,5000.0,M,38.3,17.8
PAL9596,1996-02-11T17:30:00Z,TOR,23,95034.0,4300.0,F,36.8,17.3
PAL9596,1996-02-11T17:30:00Z,TOR,23,95035.0,4225.0,F,35.3,16.7
PAL9596,1996-02-17T19:00:00Z,TOR,23,95036.0,4250.0,F,36.8,16.9
PAL9596,1996-02-17T19:00:00Z,TOR,23,95037.0,3900.0,F,37.6,17.9
PAL9596,1996-02-17T19:00:00Z,TOR,23,95038.0,3950.0,F,38.0,18.2
PAL9596,1996-02-17T19:00:00Z,TOR,23,95039.0,3800.0,M,39.6,19.4
PAL9596,1996-02-17T19:00:00Z,TOR,23,95040.0,4050.0,F,36.3,19.3
PAL9697,1997-01-06T19:00:00Z,TOR,23,96001.0,4050.0,F,38.1,18.0
PAL9697,1997-01-06T19:00:00Z,TOR,23,96002.0,4200.0,M,41.2,20.0
PAL9697,1997-01-06T19:00:00Z,TOR,23,96003.0,4600.0,F,34.5,17.1
PAL9697,1997-01-06T19:00:00Z,TOR,23,96004.0,4500.0,M,40.8,20.2
PAL9697,1997-01-06T19:00:00Z,TOR,23,96005.0,3800.0,F,35.9,17.3
PAL9697,1997-01-11T19:00:00Z,TOR,23,96006.0,3850.0,M,40.0,18.5
PAL9697,1997-01-11T19:00:00Z,TOR,23,96007.0,3800.0,F,37.5,19.1
PAL9697,1997-01-11T19:00:00Z,TOR,23,96008.0,4150.0,F,35.2,18.8
PAL9697,1997-01-11T19:00:00Z,TOR,23,96009.0,4575.0,M,43.2,20.3
PAL9697,1997-01-11T19:00:00Z,TOR,23,96010.0,3550.0,F,38.2,17.2
PAL9697,1997-01-16T19:30:00Z,TOR,23,96011.0,4150.0,F,36.9,18.9
PAL9697,1997-01-16T19:30:00Z,TOR,23,96012.0,3050.0,F,36.0,16.8
PAL9697,1997-01-16T19:30:00Z,TOR,23,96013.0,3850.0,F,34.3,17.6
PAL9697,1997-01-16T19:30:00Z,TOR,23,96014.0,4250.0,F,33.2,17.2
PAL9697,1997-01-16T19:30:00Z,TOR,23,96015.0,4300.0,M,42.0,20.2
PAL9697,1997-01-21T18:30:00Z,TOR,23,96016.0,3850.0,F,36.4,17.8
PAL9697,1997-01-21T18:30:00Z,TOR,23,96017.0,4500.0,F,35.8,19.0
PAL9697,1997-01-21T18:30:00Z,TOR,23,96018.0,4200.0,F,36.7,18.6
PAL9697,1997-01-21T18:30:00Z,TOR,23,96019.0,4200.0,F,37.2,17.0
PAL9697,1997-01-21T18:30:00Z,TOR,23,96020.0,3750.0,M,40.3,17.8
PAL9697,1997-01-26T19:00:00Z,TOR,23,96021.0,3750.0,F,35.4,17.7
PAL9697,1997-01-26T19:00:00Z,TOR,23,96022.0,4100.0,F,34.4,16.2
PAL9697,1997-01-26T19:00:00Z,TOR,23,96023.0,5200.0,M,40.2,18.4
PAL9697,1997-01-26T19:00:00Z,TOR,23,96024.0,4600.0,M,40.5,17.5
PAL9697,1997-01-26T19:00:00Z,TOR,23,96025.0,4000.0,F,38.1,18.1
PAL9697,1997-01-31T19:00:00Z,TOR,23,96026.0,3950.0,M,41.2,19.5
PAL9697,1997-01-31T19:00:00Z,TOR,23,96027.0,3950.0,F,34.2,19.8
PAL9697,1997-01-31T19:00:00Z,TOR,23,96028.0,4575.0,M,39.7,20.4
PAL9697,1997-01-31T19:00:00Z,TOR,23,96029.0,4400.0,F,37.4,18.0
PAL9697,1997-01-31T19:00:00Z,TOR,23,96030.0,4300.0,F,38.7,17.8
PAL9697,1997-02-05T18:00:00Z,TOR,23,96031.0,4750.0,M,38.7,18.5
PAL9697,1997-02-05T18:00:00Z,TOR,23,96032.0,4450.0,M,39.6,17.3
PAL9697,1997-02-05T18:00:00Z,TOR,23,96033.0,4700.0,M,41.2,18.8
PAL9697,1997-02-05T18:00:00Z,TOR,23,96034.0,4800.0,M,39.8,17.9
PAL9697,1997-02-05T18:00:00Z,TOR,23,96035.0,5000.0,M,42.5,19.4
PAL9697,1997-02-10T19:00:00Z,TOR,23,96036.0,4750.0,M,40.4,18.6
PAL9697,1997-02-10T19:00:00Z,TOR,23,96037.0,4050.0,F,35.5,18.2
PAL9697,1997-02-10T19:00:00Z,TOR,23,96038.0,4450.0,M,40.0,19.0
PAL9697,1997-02-10T19:00:00Z,TOR,23,96039.0,3750.0,F,39.4,18.5
PAL9697,1997-02-10T19:00:00Z,TOR,23,96040.0,5200.0,M,39.5,20.1
PAL9697,1997-02-15T18:30:00Z,TOR,23,96041.0,4700.0,M,41.9,19.9
PAL9697,1997-02-15T18:30:00Z,TOR,23,96042.0,6000.0,F,34.0,16.8
PAL9697,1997-02-15T18:30:00Z,TOR,23,96043.0,4150.0,F,31.7,16.0
PAL9697,1997-02-15T18:30:00Z,TOR,23,96044.0,6000.0,M,37.6,17.2
PAL9697,1997-02-15T18:30:00Z,TOR,23,96045.0,4400.0,F,34.6,16.4
PAL9798,1998-01-06T18:30:00Z,TOR,23,97001.0,4300.0,M,42.8,21.6
PAL9798,1998-01-06T18:30:00Z,TOR,23,97002.0,3700.0,F,33.8,17.6
PAL9798,1998-01-06T18:30:00Z,TOR,23,97003.0,3850.0,F,36.4,17.7
PAL9798,1998-01-06T18:30:00Z,TOR,23,97004.0,4500.0,M,38.2,17.6
PAL9798,1998-01-06T18:30:00Z,TOR,23,97005.0,4700.0,M,36.6,17.0
PAL9798,1998-01-11T19:00:00Z,TOR,23,97006.0,5100.0,M,39.3,18.3
PAL9798,1998-01-11T19:00:00Z,TOR,23,97007.0,4200.0,F,38.9,17.5
PAL9798,1998-01-11T19:00:00Z,TOR,23,97008.0,3450.0,F,37.8,15.9
PAL9798,1998-01-11T19:00:00Z,TOR,23,97009.0,3550.0,F,35.9,16.6
PAL9798,1998-01-11T19:00:00Z,TOR,23,97010.0,4800.0,M,41.2,17.6
PAL9798,1998-01-16T18:30:00Z,TOR,23,97011.0,4300.0,F,38.0,17.4
PAL9798,1998-01-16T18:30:00Z,TOR,23,97012.0,4750.0,M,40.8,18.7
PAL9798,1998-01-16T18:30:00Z,TOR,23,97013.0,4900.0,M,38.9,18.8
PAL9798,1998-01-16T18:30:00Z,TOR,23,97014.0,4250.0,M,38.6,18.8
PAL9798,1998-01-16T18:30:00Z,TOR,23,97015.0,3600.0,F,39.2,19.0
PAL9798,1998-01-21T18:30:00Z,TOR,23,97016.0,4200.0,F,36.8,16.5
PAL9798,1998-01-21T18:30:00Z,TOR,23,97017.0,3950.0,F,36.1,17.6
PAL9798,1998-01-21T18:30:00Z,TOR,23,97018.0,4600.0,M,39.8,18.8
PAL9798,1998-01-21T18:30:00Z,TOR,23,97019.0,4600.0,F,37.3,18.4
PAL9798,1998-01-21T18:30:00Z,TOR,23,97020.0,4100.0,F,37.5,17.6
PAL9798,1998-01-26T18:00:00Z,TOR,23,97021.0,4200.0,M,38.9,17.3
PAL9798,1998-01-26T18:00:00Z,TOR,23,97022.0,4350.0,F,35.0,18.4
PAL9798,1998-01-26T18:00:00Z,TOR,23,97023.0,4200.0,F,35.9,15.8
PAL9798,1998-01-26T18:00:00Z,TOR,23,97024.0,3950.0,M,39.0,17.6
PAL9798,1998-01-26T18:00:00Z,TOR,23,97025.0,4450.0,F,34.9,16.2
PAL9798,1998-01-31T18:00:00Z,TOR,23,97026.0,4200.0,M,38.6,17.9
PAL9798,1998-01-31T18:00:00Z,TOR,23,97027.0,4600.0,M,38.9,19.9
PAL9798,1998-01-31T18:00:00Z,TOR,23,97028.0,4700.0,M,37.1,19.4
PAL9798,1998-01-31T18:00:00Z,TOR,23,97029.0,4200.0,F,35.8,17.5
PAL9798,1998-01-31T18:00:00Z,TOR,23,97030.0,3900.0,F,36.8,19.8
PAL9798,1998-02-05T18:30:00Z,TOR,23,97031.0,4400.0,M,34.9,17.3
PAL9798,1998-02-05T18:30:00Z,TOR,23,97032.0,4000.0,F,38.0,17.3
PAL9798,1998-02-05T18:30:00Z,TOR,23,97033.0,4150.0,M,39.1,18.2
PAL9798,1998-02-05T18:30:00Z,TOR,23,97034.0,4100.0,M,38.0,18.4
PAL9798,1998-02-05T18:30:00Z,TOR,23,97035.0,3750.0,M,40.9,16.3
PAL9798,1998-02-10T18:00:00Z,TOR,23,97036.0,4200.0,M,39.8,17.8
PAL9798,1998-02-10T18:00:00Z,TOR,23,97037.0,4850.0,M,41.3,18.9
PAL9798,1998-02-10T18:00:00Z,TOR,23,97038.0,4250.0,F,34.6,16.4
