index,study_name,time,island_name,colony_code,band_number,year,breeding_status,position_code,sex
,,UTC,,,,,,,
2389,PAL0001,2000-11-17T00:00:00Z,HUM,3.0,9290,95.0,P,1,
2390,PAL0001,2000-11-18T00:00:00Z,HUM,2.0,10583,96.0,A,,
2391,PAL0001,2000-11-18T00:00:00Z,HUM,2.0,10683,96.0,A,,
2392,PAL0001,2000-11-21T00:00:00Z,HUM,3.0,9290,95.0,A,2,M
2393,PAL0001,2000-11-22T00:00:00Z,HUM,2.0,10683,96.0,A,,
2394,PAL0001,2000-11-22T00:00:00Z,HUM,2.0,10683,96.0,A,5,M
2395,PAL0001,2000-11-23T00:00:00Z,HUM,2.0,10920,96.0,P,5,M
2396,PAL0001,2000-11-24T00:00:00Z,HUM,2.0,10682,96.0,A,,M
2397,PAL0001,2000-11-24T00:00:00Z,HUM,2.0,10920,96.0,P,5,M
2398,PAL0001,2000-11-27T00:00:00Z,HUM,2.0,8978,94.0,P,1,F
2399,PAL0001,2000-11-27T00:00:00Z,HUM,2.0,10300,96.0,P,1,F
2400,PAL0001,2000-11-27T00:00:00Z,HUM,2.0,10920,96.0,P,5,M
2401,PAL0001,2000-11-28T00:00:00Z,HUM,5.0,10300,97.0,A,0,M
2402,PAL0001,2000-11-30T00:00:00Z,HUM,5.0,10300,97.0,A,0,M
2403,PAL0001,2000-11-30T00:00:00Z,HUM,2.0,10920,96.0,P,5,M
2404,PAL0001,2000-12-07T00:00:00Z,HUM,5.0,8137,94.0,A,1,M
2405,PAL0001,2000-12-07T00:00:00Z,HUM,2.0,11553,97.0,A,0,F
2406,PAL0001,2000-12-09T00:00:00Z,HUM,5.0,8137,94.0,A,1,M
2407,PAL0001,2000-12-11T00:00:00Z,HUM,5.0,8137,94.0,A,1,M
2408,PAL0001,2000-12-14T00:00:00Z,TOR,9.0,10246,96.0,P,3,F
2409,PAL0001,2000-12-14T00:00:00Z,TOR,9.0,10246,96.0,P,3,M
2410,PAL0001,2000-12-14T00:00:00Z,TOR,9.0,10246,96.0,P,3,M
2411,PAL0001,2000-12-15T00:00:00Z,HUM,4.0,10583,96.0,A,0,M
2412,PAL0001,2000-12-17T00:00:00Z,HUM,5.0,9418,95.0,A,0,M
2413,PAL0001,2000-12-18T00:00:00Z,HUM,2.1,11786,97.0,A,0,M
2414,PAL0001,2000-12-19T00:00:00Z,HUM,4.0,10583,96.0,A,0,M
2415,PAL0001,2000-12-23T00:00:00Z,TOR,5.0,10733,96.0,P,3,M
2416,PAL0001,2000-12-25T00:00:00Z,TOR,9.0,10246,96.0,P,3,M
2417,PAL0001,2000-12-30T00:00:00Z,COR,6.0,11275,97.0,A,,F
2418,PAL0001,2000-12-31T00:00:00Z,HUM,2.0,11091,97.0,A,,F
2419,PAL0001,2001-01-02T00:00:00Z,TOR,16.0,11275,97.0,A,,F
2420,PAL0001,2001-01-02T00:00:00Z,TOR,16.0,11275,97.0,A,,F
2421,PAL0102,2001-11-03T00:00:00Z,HUM,2.2,9954,95.0,,,F
2422,PAL0102,2001-11-07T00:00:00Z,HUM,2.2,9954,95.0,P,2,F
2423,PAL0102,2001-12-06T00:00:00Z,HUM,2.1,19356,98.0,A,0,F
2424,PAL0102,2001-12-12T00:00:00Z,HUM,5.0,11124,97.0,A,0,F
2425,PAL0102,2002-01-04T00:00:00Z,HUM,3.0,19420,94.0,,,M
2426,PAL0102,2002-01-15T00:00:00Z,HUM,0.0,8129,94.0,,,M
2427,PAL0102,2002-01-15T00:00:00Z,HUM,5.0,11124,97.0,,,F
2428,PAL0102,2002-01-15T00:00:00Z,HUM,2.0,19426,98.0,,,F
2429,PAL0102,2002-01-27T00:00:00Z,JOU,18.0,19356,98.0,A,W,F
2430,PAL0102,2002-02-06T00:00:00Z,HUM,0.0,314,87.0,,,
2431,PAL0102,2002-02-06T00:00:00Z,HUM,0.0,9954,95.0,,,F
2432,PAL0203,2002-12-08T00:00:00Z,HUM,5.0,19019,98.0,A,1,M
2433,PAL0203,2002-12-08T00:00:00Z,HUM,2.0,19420,98.0,A,1,M
2434,PAL0304,2003-11-04T00:00:00Z,HUM,2.0,19426,98.0,P,1,M
2435,PAL0304,2003-11-06T00:00:00Z,HUM,2.0,19356,98.0,A,1,F
2436,PAL0304,2003-11-16T00:00:00Z,HUM,5.0,19356,98.0,A,1,F
2437,PAL0304,2003-11-16T00:00:00Z,HUM,3.0,19420,98.0,P,5,M
2438,PAL0304,2003-11-20T00:00:00Z,HUM,4.0,19356,98.0,A,1,F
2439,PAL0304,2003-11-25T00:00:00Z,DRE,28.0,11893,97.0,P,4,F
2440,PAL0405,2004-11-18T00:00:00Z,HUM,3.0,19420,98.0,P,5,M
2441,PAL0506,2005-10-31T00:00:00Z,HUM,3.0,19420,98.0,P,3,M
