index,study_name,time,island_name,colony_code,band_number,year,breeding_status,position_code,sex
,,UTC,,,,,,,
1756,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,6898,92.0,A,W,
1757,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,6999,92.0,P,5,
1758,PAL9697,1996-12-23T00:00:00Z,HUM,2.0,8827,94.0,A,1,
1759,PAL9697,1996-12-25T00:00:00Z,CHR,3.1,8167,94.0,A,W,
1760,PAL9697,1996-12-27T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1761,PAL9697,1996-12-27T00:00:00Z,HUM,2.2,6471,92.0,P,3,
1762,PAL9697,1996-12-27T00:00:00Z,HUM,3.0,6610,92.0,A,3,
1763,PAL9697,1996-12-27T00:00:00Z,HUM,3.0,8617,94.0,A,3,
1764,PAL9697,1996-12-28T00:00:00Z,HUM,2.2,6491,92.0,P,3,
1765,PAL9697,1996-12-28T00:00:00Z,HUM,3.0,6610,92.0,P,3,
1766,PAL9697,1996-12-28T00:00:00Z,HUM,0.0,6898,92.0,A,W,
1767,PAL9697,1996-12-28T00:00:00Z,HUM,3.0,8617,94.0,A,5,
1768,PAL9697,1996-12-28T00:00:00Z,HUM,3.0,8827,94.0,A,1,
1769,PAL9697,1996-12-28T00:00:00Z,HUM,2.0,8851,94.0,P,1,
1770,PAL9697,1996-12-30T00:00:00Z,HUM,3.0,4422,91.0,A,2,
1771,PAL9697,1996-12-30T00:00:00Z,HUM,2.2,6491,92.0,A,3,
1772,PAL9697,1996-12-30T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1773,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1774,PAL9697,1996-12-31T00:00:00Z,HUM,2.0,6351,92.0,A,W,
1775,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,6491,92.0,A,5,
1776,PAL9697,1996-12-31T00:00:00Z,HUM,5.0,6588,92.0,A,W,
1777,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1778,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,7527,93.0,A,W,
1779,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,7633,93.0,P,5,
1780,PAL9697,1996-12-31T00:00:00Z,HUM,3.0,8827,94.0,P,4,
1781,PAL9697,1997-01-02T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1782,PAL9697,1997-01-02T00:00:00Z,HUM,2.2,6491,92.0,A,4,
1783,PAL9697,1997-01-02T00:00:00Z,HUM,3.0,8416,94.0,A,W,
1784,PAL9697,1997-01-02T00:00:00Z,HUM,3.0,8827,94.0,A,W,
1785,PAL9697,1997-01-03T00:00:00Z,HUM,3.0,6610,92.0,P,2,
1786,PAL9697,1997-01-03T00:00:00Z,HUM,2.0,8074,94.0,A,W,
1787,PAL9697,1997-01-03T00:00:00Z,HUM,3.0,8251,94.0,A,W,
1788,PAL9697,1997-01-03T00:00:00Z,HUM,3.0,8371,94.0,A,W,
1789,PAL9697,1997-01-03T00:00:00Z,HUM,2.0,8432,94.0,A,2,
1790,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,4422,91.0,A,1,
1791,PAL9697,1997-01-04T00:00:00Z,HUM,5.0,4917,91.0,P,5,
1792,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,6482,92.0,A,1,
1793,PAL9697,1997-01-04T00:00:00Z,HUM,5.0,6588,92.0,A,W,
1794,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1795,PAL9697,1997-01-04T00:00:00Z,HUM,5.0,7202,93.0,A,W,
1796,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,7340,93.0,A,W,
1797,PAL9697,1997-01-04T00:00:00Z,HUM,4.0,8040,94.0,A,W,
1798,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,8141,94.0,P,3,
1799,PAL9697,1997-01-04T00:00:00Z,HUM,5.0,8251,94.0,A,W,
1800,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,8251,94.0,A,W,
1801,PAL9697,1997-01-04T00:00:00Z,HUM,4.0,8384,94.0,A,W,
1802,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,8416,94.0,A,W,
1803,PAL9697,1997-01-04T00:00:00Z,LIT,8.0,8454,94.0,A,W,
1804,PAL9697,1997-01-04T00:00:00Z,HUM,3.0,8617,94.0,A,1,
1805,PAL9697,1997-01-05T00:00:00Z,CHR,3.1,637,92.0,A,W,
1806,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,6482,92.0,A,W,
1807,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,6610,92.0,A,2,
1808,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8040,94.0,A,5,
1809,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8343,94.0,A,W,
1810,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8370,94.0,A,W,
1811,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8649,94.0,A,1,
1812,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8833,94.0,A,W,
1813,PAL9697,1997-01-06T00:00:00Z,HUM,3.0,8876,94.0,A,W,
1814,PAL9697,1997-01-07T00:00:00Z,TOR,4.0,8074,94.0,A,W,
1815,PAL9697,1997-01-07T00:00:00Z,HUM,4.0,8129,94.0,A,W,
1816,PAL9697,1997-01-07T00:00:00Z,HUM,2.0,8432,94.0,A,W,
1817,PAL9697,1997-01-07T00:00:00Z,HUM,0.0,8876,94.0,A,W,
1818,PAL9697,1997-01-07T00:00:00Z,HUM,0.0,8992,94.0,A,W,
1819,PAL9697,1997-01-08T00:00:00Z,HUM,0.0,8960,94.0,A,W,
1820,PAL9697,1997-01-09T00:00:00Z,LIT,0.0,8390,94.0,A,W,
1821,PAL9697,1997-01-09T00:00:00Z,HUM,0.0,8416,94.0,A,W,
1822,PAL9697,1997-01-11T00:00:00Z,HUM,2.0,6999,92.0,A,6,
1823,PAL9697,1997-01-11T00:00:00Z,HUM,2.0,7980,93.0,A,6,
1824,PAL9697,1997-01-11T00:00:00Z,HUM,2.0,8579,94.0,A,W,
1825,PAL9697,1997-01-11T00:00:00Z,HUM,2.0,8833,94.0,A,W,
1826,PAL9697,1997-01-12T00:00:00Z,HUM,5.0,4917,91.0,A,6,
1827,PAL9697,1997-01-12T00:00:00Z,HUM,5.0,8074,94.0,A,1,
1828,PAL9697,1997-01-12T00:00:00Z,HUM,0.0,8422,94.0,A,W,
1829,PAL9697,1997-01-13T00:00:00Z,HUM,4.0,4917,91.0,A,W,
1830,PAL9697,1997-01-13T00:00:00Z,HUM,4.0,6352,92.0,P,1,M
1831,PAL9697,1997-01-13T00:00:00Z,TOR,0.0,8288,94.0,A,W,
1832,PAL9697,1997-01-15T00:00:00Z,HUM,4.0,8080,94.0,A,W,
1833,PAL9697,1997-01-15T00:00:00Z,HUM,5.0,8343,94.0,A,W,
1834,PAL9697,1997-01-15T00:00:00Z,HUM,2.0,8432,94.0,P,1,
1835,PAL9697,1997-01-16T00:00:00Z,HUM,2.0,3808,90.0,A,5,
1836,PAL9697,1997-01-16T00:00:00Z,HUM,5.0,4917,91.0,A,6,
1837,PAL9697,1997-01-16T00:00:00Z,CHR,7.0,6136,92.0,A,1,
1838,PAL9697,1997-01-16T00:00:00Z,HUM,5.0,8074,94.0,A,1,
1839,PAL9697,1997-01-16T00:00:00Z,HUM,4.0,8370,94.0,A,1,
1840,PAL9697,1997-01-16T00:00:00Z,HUM,0.0,8370,94.0,A,W,
1841,PAL9697,1997-01-16T00:00:00Z,HUM,0.0,8370,94.0,A,W,
1842,PAL9697,1997-01-16T00:00:00Z,HUM,4.0,8978,94.0,A,W,
1843,PAL9697,1997-01-16T00:00:00Z,HUM,4.0,8978,94.0,A,W,
1844,PAL9697,1997-01-17T00:00:00Z,HUM,5.0,4917,91.0,A,6,
1845,PAL9697,1997-01-17T00:00:00Z,HUM,5.0,8207,94.0,A,W,
1846,PAL9697,1997-01-17T00:00:00Z,TOR,14.0,8214,94.0,A,W,
1847,PAL9697,1997-01-18T00:00:00Z,HUM,0.0,8080,94.0,A,W,
1848,PAL9697,1997-01-18T00:00:00Z,HUM,4.0,8343,94.0,A,W,
1849,PAL9697,1997-01-18T00:00:00Z,HUM,0.0,8617,94.0,A,W,
1850,PAL9697,1997-01-18T00:00:00Z,TOR,8.0,8649,94.0,A,W,
1851,PAL9697,1997-01-18T00:00:00Z,HUM,0.0,8978,94.0,A,W,
1852,PAL9697,1997-01-19T00:00:00Z,HUM,4.0,7989,93.0,A,W,
1853,PAL9697,1997-01-19T00:00:00Z,HUM,0.0,8080,94.0,A,W,
1854,PAL9697,1997-01-19T00:00:00Z,HUM,0.0,8343,94.0,A,W,
1855,PAL9697,1997-01-19T00:00:00Z,HUM,4.0,8611,94.0,P,2,
1856,PAL9697,1997-01-19T00:00:00Z,HUM,2.2,8876,94.0,P,2,
1857,PAL9697,1997-01-20T00:00:00Z,HUM,3.0,8778,94.0,A,W,
1858,PAL9697,1997-01-21T00:00:00Z,TOR,0.0,7527,93.0,A,W,
1859,PAL9697,1997-01-22T00:00:00Z,DRM,0.0,7050,93.0,A,W,
1860,PAL9697,1997-01-25T00:00:00Z,HUM,0.0,8214,94.0,A,W,
1861,PAL9798,1996-12-12T00:00:00Z,TOR,0.0,8110,94.0,A,W,
1862,PAL9798,1997-10-12T00:00:00Z,TOR,10.0,8157,94.0,A,1,
1863,PAL9798,1997-11-19T00:00:00Z,HUM,5.0,4197,91.0,A,W,
1864,PAL9798,1997-11-19T00:00:00Z,HUM,5.0,6538,92.0,P,1,
1865,PAL9798,1997-11-19T00:00:00Z,HUM,1.2,7051,93.0,A,1,
1866,PAL9798,1997-11-21T00:00:00Z,HUM,2.0,6898,92.0,P,5,
1867,PAL9798,1997-11-21T00:00:00Z,HUM,5.0,8044,94.0,A,1,
1868,PAL9798,1997-11-21T00:00:00Z,HUM,5.0,8157,94.0,A,1,
1869,PAL9798,1997-11-21T00:00:00Z,HUM,5.0,8212,94.0,W,1,
1870,PAL9798,1997-11-21T00:00:00Z,HUM,2.0,8393,94.0,W,,
1871,PAL9798,1997-11-21T00:00:00Z,HUM,4.0,8409,94.0,A,W,
1872,PAL9798,1997-11-21T00:00:00Z,HUM,2.0,8590,94.0,A,W,
1873,PAL9798,1997-11-21T00:00:00Z,HUM,1.2,8590,94.0,A,W,
1874,PAL9798,1997-11-21T00:00:00Z,HUM,1.2,8590,94.0,A,,
1875,PAL9798,1997-11-21T00:00:00Z,HUM,2.0,8617,94.0,P,1,
1876,PAL9798,1997-11-21T00:00:00Z,HUM,3.0,8617,94.0,P,2,
1877,PAL9798,1997-11-21T00:00:00Z,HUM,3.0,8617,94.0,P,2,
1878,PAL9798,1997-11-21T00:00:00Z,HUM,5.0,8821,94.0,,,
1879,PAL9798,1997-11-21T00:00:00Z,HUM,5.0,8821,94.0,,,
1880,PAL9798,1997-11-21T00:00:00Z,HUM,2.0,8906,94.0,P,1,
1881,PAL9798,1997-11-23T00:00:00Z,HUM,2.0,6898,92.0,P,7,
1882,PAL9798,1997-11-27T00:00:00Z,HUM,5.0,4917,90.0,A,W,
1883,PAL9798,1997-11-27T00:00:00Z,HUM,3.0,6610,92.0,P,2,
1884,PAL9798,1997-11-27T00:00:00Z,HUM,2.0,8129,94.0,A,W,
1885,PAL9798,1997-11-27T00:00:00Z,HUM,2.0,8236,94.0,A,W,
1886,PAL9798,1997-11-27T00:00:00Z,HUM,2.0,8876,94.0,W,,
1887,PAL9798,1997-11-27T00:00:00Z,HUM,2.2,8906,94.0,A,W,
1888,PAL9798,1997-11-28T00:00:00Z,TOR,14.0,6345,92.0,A,W,
1889,PAL9798,1997-11-28T00:00:00Z,HUM,0.0,8590,94.0,A,W,
1890,PAL9798,1997-11-28T00:00:00Z,HUM,3.0,8617,94.0,P,2,
1891,PAL9798,1997-11-29T00:00:00Z,HUM,2.0,8186,94.0,A,W,
1892,PAL9798,1997-11-29T00:00:00Z,HUM,4.0,8343,94.0,A,W,
1893,PAL9798,1997-11-29T00:00:00Z,HUM,3.0,8617,0.0,P,2,
1894,PAL9798,1997-12-01T00:00:00Z,HUM,3.1,9592,95.0,A,W,
1895,PAL9798,1997-12-02T00:00:00Z,HUM,5.0,8236,94.0,A,W,
1896,PAL9798,1997-12-02T00:00:00Z,HUM,NaN,8264,94.0,P,,
1897,PAL9798,1997-12-04T00:00:00Z,HUM,4.0,9592,95.0,A,W,
1898,PAL9798,1997-12-06T00:00:00Z,HUM,2.1,8251,94.0,P,2,
1899,PAL9798,1997-12-06T00:00:00Z,HUM,4.0,9592,95.0,A,W,
1900,PAL9798,1997-12-07T00:00:00Z,DRE,4.0,6280,92.0,P,2,
1901,PAL9798,1997-12-07T00:00:00Z,DRE,0.0,8186,94.0,A,W,
1902,PAL9798,1997-12-07T00:00:00Z,DRE,2.0,8544,94.0,A,W,
1903,PAL9798,1997-12-09T00:00:00Z,HUM,3.0,8020,94.0,A,W,
1904,PAL9798,1997-12-09T00:00:00Z,HUM,3.0,8110,94.0,A,W,
1905,PAL9798,1997-12-09T00:00:00Z,HUM,3.0,8617,94.0,P,2,
1906,PAL9798,1997-12-10T00:00:00Z,HUM,2.0,8660,94.0,A,W,
1907,PAL9798,1997-12-10T00:00:00Z,HUM,2.1,9910,95.0,A,W,
1908,PAL9798,1997-12-10T00:00:00Z,HUM,4.0,9910,95.0,A,W,
1909,PAL9798,1997-12-11T00:00:00Z,HUM,0.0,8020,94.0,A,W,
1910,PAL9798,1997-12-11T00:00:00Z,HUM,0.0,8044,94.0,A,W,
1911,PAL9798,1997-12-12T00:00:00Z,HUM,5.0,8020,94.0,A,W,
1912,PAL9798,1997-12-12T00:00:00Z,HUM,5.0,8212,94.0,A,W,
1913,PAL9798,1997-12-12T00:00:00Z,HUM,2.1,8906,94.0,A,W,
1914,PAL9798,1997-12-12T00:00:00Z,HUM,5.0,9910,95.0,A,W,
1915,PAL9798,1997-12-13T00:00:00Z,HUM,3.0,8020,94.0,A,W,
1916,PAL9798,1997-12-13T00:00:00Z,HUM,3.0,8168,94.0,A,W,
1917,PAL9798,1997-12-13T00:00:00Z,HUM,3.0,8714,94.0,A,W,
1918,PAL9798,1997-12-13T00:00:00Z,HUM,4.0,8731,94.0,A,W,
1919,PAL9798,1997-12-14T00:00:00Z,HUM,3.0,7527,93.0,A,W,
1920,PAL9798,1997-12-14T00:00:00Z,HUM,3.0,8714,94.0,P,3,
1921,PAL9798,1997-12-14T00:00:00Z,HUM,3.0,8978,94.0,A,W,
1922,PAL9798,1997-12-16T00:00:00Z,HUM,3.0,6588,92.0,A,W,
1923,PAL9798,1997-12-16T00:00:00Z,HUM,3.0,8273,94.0,A,W,
1924,PAL9798,1997-12-16T00:00:00Z,HUM,5.0,8821,94.0,A,W,
1925,PAL9798,1997-12-19T00:00:00Z,CHR,3.1,8755,94.0,A,W,
1926,PAL9798,1997-12-20T00:00:00Z,HUM,5.0,8044,94.0,A,W,
1927,PAL9798,1997-12-20T00:00:00Z,HUM,2.1,8273,94.0,A,2,
1928,PAL9798,1997-12-21T00:00:00Z,HUM,2.1,8273,94.0,A,2,
1929,PAL9798,1997-12-22T00:00:00Z,HUM,2.0,8660,94.0,A,W,
1930,PAL9798,1997-12-23T00:00:00Z,HUM,5.0,6280,92.0,A,W,
1931,PAL9798,1997-12-23T00:00:00Z,HUM,5.0,7097,93.0,A,W,
1932,PAL9798,1997-12-23T00:00:00Z,HUM,5.0,9867,95.0,A,W,
1933,PAL9798,1997-12-24T00:00:00Z,HUM,3.0,6280,92.0,A,W,
1934,PAL9798,1997-12-24T00:00:00Z,HUM,3.0,8409,94.0,A,W,
1935,PAL9798,1997-12-25T00:00:00Z,HUM,3.0,7340,93.0,A,W,
1936,PAL9798,1997-12-25T00:00:00Z,HUM,5.0,8020,94.0,A,W,
1937,PAL9798,1997-12-25T00:00:00Z,HUM,5.0,8125,94.0,A,W,
1938,PAL9798,1997-12-25T00:00:00Z,HUM,3.0,8343,94.0,A,W,
1939,PAL9798,1997-12-25T00:00:00Z,HUM,3.0,8617,94.0,A,W,
1940,PAL9798,1997-12-25T00:00:00Z,HUM,3.0,8731,94.0,A,W,
1941,PAL9798,1997-12-26T00:00:00Z,DRE,0.0,8090,94.0,A,W,
1942,PAL9798,1997-12-27T00:00:00Z,HUM,5.0,7097,93.0,A,1,
1943,PAL9798,1997-12-27T00:00:00Z,HUM,5.0,8070,94.0,A,1,
1944,PAL9798,1997-12-27T00:00:00Z,HUM,2.1,8273,94.0,A,W,
1945,PAL9798,1997-12-27T00:00:00Z,HUM,5.0,8721,94.0,A,W,
1946,PAL9798,1997-12-27T00:00:00Z,TOR,23.0,9290,95.0,A,W,
1947,PAL9798,1997-12-27T00:00:00Z,HUM,5.0,9583,95.0,P,1,
1948,PAL9798,1997-12-28T00:00:00Z,HUM,0.0,8020,94.0,A,W,
1949,PAL9798,1997-12-28T00:00:00Z,HUM,5.0,8044,94.0,A,W,
1950,PAL9798,1997-12-28T00:00:00Z,HUM,5.0,8125,94.0,A,W,
1951,PAL9798,1997-12-28T00:00:00Z,HUM,2.1,8343,94.0,A,1,
1952,PAL9798,1997-12-28T00:00:00Z,HUM,3.0,8755,94.0,A,W,
1953,PAL9798,1997-12-28T00:00:00Z,HUM,3.0,8935,94.0,A,W,
1954,PAL9798,1997-12-28T00:00:00Z,HUM,5.0,8978,94.0,A,W,
1955,PAL9798,1997-12-28T00:00:00Z,HUM,4.0,9687,95.0,A,W,
1956,PAL9798,1997-12-28T00:00:00Z,HUM,2.0,9910,95.0,P,1,
1957,PAL9798,1997-12-29T00:00:00Z,HUM,5.0,8125,94.0,A,W,
1958,PAL9798,1997-12-29T00:00:00Z,CHR,3.1,8165,94.0,A,W,
1959,PAL9798,1997-12-29T00:00:00Z,HUM,2.0,8231,94.0,A,W,
1960,PAL9798,1997-12-29T00:00:00Z,HUM,0.0,8251,94.0,A,W,
1961,PAL9798,1997-12-29T00:00:00Z,HUM,4.0,8590,94.0,A,W,
1962,PAL9798,1997-12-29T00:00:00Z,LIT,9.0,8660,95.0,A,W,
1963,PAL9798,1997-12-29T00:00:00Z,HUM,2.0,8978,94.0,P,1,
1964,PAL9798,1997-12-29T00:00:00Z,HUM,0.0,9592,95.0,A,W,
1965,PAL9798,1997-12-30T00:00:00Z,HUM,2.0,8110,94.0,P,3,
1966,PAL9798,1997-12-30T00:00:00Z,HUM,2.0,8852,94.0,A,W,
1967,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,4917,91.0,A,W,
1968,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8044,94.0,A,W,
1969,PAL9798,1997-12-31T00:00:00Z,HUM,4.0,8070,94.0,A,W,
1970,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8137,94.0,A,W,
1971,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8697,94.0,A,W,
1972,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8697,94.0,A,W,
1973,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8697,94.0,A,W,
1974,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,8697,94.0,A,W,
1975,PAL9798,1997-12-31T00:00:00Z,HUM,5.0,9392,95.0,A,W,
1976,PAL9798,1998-01-01T00:00:00Z,HUM,0.0,7989,93.0,A,W,
1977,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,8044,94.0,P,1,
1978,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,8137,94.0,A,W,
1979,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,8203,94.0,A,W,
1980,PAL9798,1998-01-01T00:00:00Z,HUM,0.0,8251,94.0,A,W,
1981,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,8271,94.0,P,1,
1982,PAL9798,1998-01-01T00:00:00Z,HUM,2.1,8273,94.0,P,2,
1983,PAL9798,1998-01-01T00:00:00Z,HUM,2.1,8343,94.0,A,3,
1984,PAL9798,1998-01-01T00:00:00Z,HUM,3.0,8409,94.0,A,4,
1985,PAL9798,1998-01-01T00:00:00Z,HUM,0.0,8617,94.0,A,W,
1986,PAL9798,1998-01-01T00:00:00Z,HUM,3.0,8697,94.0,A,W,
1987,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,8755,94.0,A,W,
1988,PAL9798,1998-01-01T00:00:00Z,HUM,5.0,9583,95.0,A,W,
1989,PAL9798,1998-01-02T00:00:00Z,HUM,5.0,8212,94.0,A,W,
1990,PAL9798,1998-01-02T00:00:00Z,HUM,2.1,8273,95.0,A,W,
1991,PAL9798,1998-01-02T00:00:00Z,HUM,3.0,8697,94.0,A,W,
1992,PAL9798,1998-01-02T00:00:00Z,HUM,4.0,8873,94.0,A,W,
1993,PAL9798,1998-01-02T00:00:00Z,HUM,5.0,9592,95.0,A,W,
1994,PAL9798,1998-01-03T00:00:00Z,HUM,3.0,8020,94.0,A,W,
1995,PAL9798,1998-01-03T00:00:00Z,HUM,5.0,8070,94.0,P,W,
1996,PAL9798,1998-01-03T00:00:00Z,HUM,5.0,8137,94.0,A,W,
1997,PAL9798,1998-01-03T00:00:00Z,HUM,3.0,8203,94.0,A,W,
1998,PAL9798,1998-01-03T00:00:00Z,HUM,5.0,8271,94.0,A,W,
1999,PAL9798,1998-01-03T00:00:00Z,HUM,3.0,8342,94.0,A,1,
2000,PAL9798,1998-01-03T00:00:00Z,HUM,3.0,8434,94.0,A,1,
2001,PAL9798,1998-01-03T00:00:00Z,CHR,3.1,8615,94.0,A,W,
2002,PAL9798,1998-01-03T00:00:00Z,HUM,3.0,8617,94.0,A,1,
2003,PAL9798,1998-01-03T00:00:00Z,LIT,8.0,8660,94.0,A,W,
2004,PAL9798,1998-01-03T00:00:00Z,LIT,8.0,8660,94.0,A,W,
2005,PAL9798,1998-01-03T00:00:00Z,CHR,3.0,8889,94.0,A,W,
2006,PAL9798,1998-01-03T00:00:00Z,HUM,5.0,8893,94.0,A,W,
2007,PAL9798,1998-01-03T00:00:00Z,HUM,2.0,8978,94.0,A,1,
2008,PAL9798,1998-01-03T00:00:00Z,HUM,0.0,9471,95.0,A,,
2009,PAL9798,1998-01-04T00:00:00Z,HUM,5.0,8271,94.0,A,W,
2010,PAL9798,1998-01-04T00:00:00Z,HUM,3.0,8409,94.0,A,W,
2011,PAL9798,1998-01-04T00:00:00Z,HUM,5.0,8606,94.0,A,W,
2012,PAL9798,1998-01-05T00:00:00Z,HUM,2.0,7051,93.0,A,1,
2013,PAL9798,1998-01-05T00:00:00Z,HUM,3.0,8020,94.0,P,1,
2014,PAL9798,1998-01-05T00:00:00Z,HUM,5.0,8044,94.0,P,1,
2015,PAL9798,1998-01-05T00:00:00Z,HUM,0.0,8137,94.0,A,W,
2016,PAL9798,1998-01-05T00:00:00Z,HUM,0.0,8137,94.0,A,W,
2017,PAL9798,1998-01-05T00:00:00Z,HUM,3.0,8413,94.0,P,1,
2018,PAL9798,1998-01-05T00:00:00Z,HUM,3.0,8617,94.0,A,W,
2019,PAL9798,1998-01-05T00:00:00Z,HUM,3.0,8617,94.0,A,,
2020,PAL9798,1998-01-05T00:00:00Z,HUM,3.0,8617,94.0,P,1,
2021,PAL9798,1998-01-05T00:00:00Z,HUM,0.0,9975,95.0,A,W,
2022,PAL9798,1998-01-05T00:00:00Z,HUM,0.0,9975,95.0,A,W,
2023,PAL9798,1998-01-06T00:00:00Z,HUM,2.1,8273,94.0,A,,
2024,PAL9798,1998-01-06T00:00:00Z,HUM,3.0,8409,94.0,A,W,
2025,PAL9798,1998-01-06T00:00:00Z,HUM,3.0,8697,94.0,A,W,
2026,PAL9798,1998-01-06T00:00:00Z,HUM,5.0,8893,94.0,A,W,
2027,PAL9798,1998-01-06T00:00:00Z,TOR,21.0,9687,95.0,A,W,
2028,PAL9798,1998-01-07T00:00:00Z,HUM,3.0,7527,93.0,A,3,
2029,PAL9798,1998-01-07T00:00:00Z,HUM,4.0,8020,94.0,A,5,
2030,PAL9798,1998-01-07T00:00:00Z,HUM,0.0,8413,94.0,A,W,
2031,PAL9798,1998-01-07T00:00:00Z,HUM,3.0,8697,94.0,A,2,
2032,PAL9798,1998-01-07T00:00:00Z,HUM,0.0,9687,95.0,A,W,
2033,PAL9798,1998-01-08T00:00:00Z,LIT,6.0,8203,94.0,A,,
2034,PAL9798,1998-01-08T00:00:00Z,HUM,2.0,8231,94.0,A,W,
2035,PAL9798,1998-01-08T00:00:00Z,LIT,6.0,8251,94.0,A,,
2036,PAL9798,1998-01-08T00:00:00Z,HUM,3.0,8409,94.0,A,W,
2037,PAL9798,1998-01-08T00:00:00Z,LIT,8.0,8660,94.0,A,W,
2038,PAL9798,1998-01-08T00:00:00Z,HUM,0.0,8689,94.0,A,W,
2039,PAL9798,1998-01-08T00:00:00Z,HUM,3.1,9290,95.0,A,W,
2040,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,8020,94.0,A,W,
2041,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,8125,94.0,A,W,
2042,PAL9798,1998-01-09T00:00:00Z,HUM,5.0,8137,94.0,A,W,
2043,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,8271,94.0,A,W,
2044,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,8606,94.0,A,W,
2045,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,9477,95.0,A,W,
2046,PAL9798,1998-01-09T00:00:00Z,HUM,0.0,9583,95.0,A,W,
2047,PAL9798,1998-01-09T00:00:00Z,HUM,4.0,9592,95.0,A,1,
2048,PAL9798,1998-01-10T00:00:00Z,HUM,3.1,4917,91.0,A,1,
2049,PAL9798,1998-01-10T00:00:00Z,HUM,3.0,7340,93.0,A,5,
2050,PAL9798,1998-01-10T00:00:00Z,HUM,5.0,8044,94.0,A,W,
2051,PAL9798,1998-01-10T00:00:00Z,HUM,0.0,8131,94.0,A,5,
2052,PAL9798,1998-01-10T00:00:00Z,HUM,5.0,8137,94.0,A,1,
2053,PAL9798,1998-01-10T00:00:00Z,HUM,5.0,8248,94.0,A,1,
2054,PAL9798,1998-01-10T00:00:00Z,HUM,2.1,8273,94.0,A,2,
2055,PAL9798,1998-01-10T00:00:00Z,HUM,3.0,8409,94.0,P,1,
2056,PAL9798,1998-01-10T00:00:00Z,HUM,3.0,8697,94.0,A,1,
2057,PAL9798,1998-01-10T00:00:00Z,HUM,0.0,8852,94.0,A,W,
2058,PAL9798,1998-01-10T00:00:00Z,HUM,0.0,8852,94.0,A,W,
2059,PAL9798,1998-01-10T00:00:00Z,HUM,5.0,8893,94.0,A,W,
2060,PAL9798,1998-01-10T00:00:00Z,HUM,0.0,8992,94.0,A,W,
2061,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,7340,93.0,A,6,
2062,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,7527,93.0,A,1,
2063,PAL9798,1998-01-11T00:00:00Z,HUM,5.0,8044,94.0,A,1,
2064,PAL9798,1998-01-11T00:00:00Z,HUM,5.0,8137,94.0,A,1,
2065,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,8542,94.0,A,1,
2066,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,8617,94.0,A,1,
2067,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,8714,94.0,A,3,
2068,PAL9798,1998-01-11T00:00:00Z,HUM,3.0,8867,94.0,A,1,
2069,PAL9798,1998-01-11T00:00:00Z,HUM,2.0,8889,94.0,A,W,
2070,PAL9798,1998-01-11T00:00:00Z,HUM,5.0,9592,95.0,A,1,
2071,PAL9798,1998-01-12T00:00:00Z,HUM,4.0,7257,93.0,A,,
2072,PAL9798,1998-01-12T00:00:00Z,HUM,0.0,8212,94.0,A,,
