time,avg_temperature,avg_pressure,peak_windspeed,avg_windspeed,wind_dir_1,wind_dir_2,wind_dir_3,wind_direction_prevailing,rainfall,wind_dir_4
26/04/1992,1.85,973.9,60,21,10,NaN,NaN,N,25,NaN
27/04/1992,2.55,964.05,26,5,110,NaN,NaN,E,4,NaN
28/04/1992,-0.15,972.4,16,5,200,NaN,NaN,S,3,NaN
29/04/1992,-2.4,981.9,12,3,340,NaN,NaN,SW,2,NaN
30/04/1992,-4.25,988.8,24,9,50,NaN,NaN,NE,0,NaN
1/05/1992,-4.1,997.95,16,4,70,NaN,NaN,NE,-998,NaN
2/05/1992,-3.45,1005.05,22,3,230,NaN,NaN,N,5,NaN
3/05/1992,-5.3,1010.75,20,7,220,NaN,NaN,N,0,NaN
4/05/1992,-4.85,1009.6,14,5,200,NaN,NaN,S,2,NaN
5/05/1992,-5.65,1007.85,24,7,20,NaN,NaN,NE,-998,NaN
6/05/1992,-5.15,1004.2,12,3,20,NaN,NaN,NE,-998,NaN
7/05/1992,-3.9,1000.45,19,7,200,NaN,NaN,NW,3,NaN
8/05/1992,-4.85,1004.5,16,5,230,NaN,NaN,SW,2,NaN
9/05/1992,-3,1006.35,18,9,320,NaN,NaN,NW,3,NaN
10/05/1992,-0.25,1010.3,14,9,320,NaN,NaN,NW,10,NaN
11/05/1992,-0.9,1016.2,8,4,330,NaN,NaN,NW,1,NaN
12/05/1992,-4,1010.8,9,3,340,NaN,NaN,NE,0,NaN
13/05/1992,-3.6,998.7,12,4,340,NaN,NaN,SE,1,NaN
14/05/1992,-0.6,994.2,42,12,360,NaN,NaN,N,1,NaN
15/05/1992,-4.75,997.65,8,3,70,NaN,NaN,NE,0,NaN
16/05/1992,-1.9,991,29,7,130,NaN,NaN,SE,0,NaN
17/05/1992,-2.4,992.1,10,5,240,NaN,NaN,SW,2,NaN
18/05/1992,-4.3,996.75,40,13,40,NaN,NaN,NE,1,NaN
19/05/1992,-5.25,990.5,40,7,30,NaN,NaN,E,1,NaN
20/05/1992,-6.7,988.05,18,9,40,NaN,NaN,N,-998,NaN
21/05/1992,-8.35,989.7,21,9,70,NaN,NaN,N,0,NaN
22/05/1992,-10.1,990.25,17,6,60,NaN,NaN,E,0,NaN
23/05/1992,-8.8,988.05,17,7,20,NaN,NaN,NE,-998,NaN
24/05/1992,-9.25,983.05,20,9,10,NaN,NaN,N,-998,NaN
25/05/1992,-7.45,986.45,34,9,10,NaN,NaN,N,-998,NaN
26/05/1992,-7.85,989.8,17,7,200,NaN,NaN,NE,0,NaN
27/05/1992,-11.2,992.55,18,7,60,NaN,NaN,NE,0,NaN
28/05/1992,-11.45,996.25,20,9,30,NaN,NaN,NE,0,NaN
29/05/1992,-10,996,17,5,20,NaN,NaN,E,0,NaN
30/05/1992,-10.45,995.95,17,7,10,NaN,NaN,E,0,NaN
31/05/1992,-10.1,998.15,18,6,10,NaN,NaN,NE,0,NaN
1/06/1992,-7.15,1003.6,20,9,10,NaN,NaN,N,0,NaN
2/06/1992,-6.3,1011.4,16,7,10,NaN,NaN,N,-998,NaN
3/06/1992,-8.45,1015.15,11,3,180,NaN,NaN,SE,-998,NaN
4/06/1992,-8.6,1015.55,8,4,120,NaN,NaN,NE,-998,NaN
5/06/1992,-9,1012.35,11,3,190,NaN,NaN,SW,0,NaN
6/06/1992,-5.35,1002.3,54,11,360,NaN,NaN,N,0,NaN
7/06/1992,-2.8,995.75,50,13,340,NaN,NaN,NW,4,NaN
8/06/1992,-3.7,1006.85,24,7,30,NaN,NaN,NE,2,NaN
9/06/1992,-5.5,1014.55,7,3,50,NaN,NaN,NE,0,NaN
10/06/1992,-5.3,1015.4,10,3,120,NaN,NaN,NE,0,NaN
11/06/1992,-3.2,1009.75,12,3,110,NaN,NaN,SE,-998,NaN
12/06/1992,-3.55,1001.05,13,5,30,NaN,NaN,NE,0,NaN
13/06/1992,-3.65,995.25,14,2,20,NaN,NaN,NE,0,NaN
14/06/1992,-2.95,997.95,10,1,300,NaN,NaN,NE,3,NaN
15/06/1992,-3.15,1001.85,23,2,360,NaN,NaN,N,2,NaN
16/06/1992,-5.65,1005.25,20,7,280,NaN,NaN,N,0,NaN
17/06/1992,-7.55,1004.9,12,5,360,NaN,NaN,NE,0,NaN
18/06/1992,-6.85,990.5,41,18,10,NaN,NaN,N,3,NaN
19/06/1992,-10.35,978.35,38,19,230,NaN,NaN,SW,-998,NaN
20/06/1992,-11.45,986.2,26,10,210,NaN,NaN,SW,0,NaN
21/06/1992,-9.7,994.35,24,9,20,NaN,NaN,NE,-998,NaN
22/06/1992,-9.4,1002.35,25,9,40,NaN,NaN,NE,0,NaN
23/06/1992,-10.05,998.65,28,8,250,NaN,NaN,SW,0,NaN
24/06/1992,-10.45,987.65,29,11,220,NaN,NaN,SW,2,NaN
25/06/1992,-9.9,979.4,26,5,110,NaN,NaN,NW,2,NaN
26/06/1992,-12.9,985.8,29,13,110,NaN,NaN,SW,0,NaN
27/06/1992,-16.8,996.05,16,6,250,NaN,NaN,NW,0,NaN
28/06/1992,-14.15,1006.35,34,11,110,NaN,NaN,E,1,NaN
29/06/1992,-13.3,1015.9,10,4,340,NaN,NaN,N,-998,NaN
30/06/1992,-15.3,1014.7,17,5,230,NaN,NaN,NW,-998,NaN
1/07/1992,-15.65,1010.75,16,5,210,NaN,NaN,N,0,NaN
2/07/1992,-13.55,1005.55,19,5,40,NaN,NaN,N,0,NaN
3/07/1992,-11.05,1000.85,15,6,360,NaN,NaN,NE,0,NaN
4/07/1992,-10.75,995,12,2,300,NaN,NaN,NE,0,NaN
5/07/1992,-7.25,993.5,24,7,340,NaN,NaN,NW,6,NaN
6/07/1992,-13.3,1001.7,20,9,340,NaN,NaN,NW,1,NaN
7/07/1992,-14.2,995.85,18,8,20,NaN,NaN,NE,0,NaN
8/07/1992,-14.15,992,20,7,80,NaN,NaN,NE,0,NaN
9/07/1992,-13.7,999.5,21,9,30,NaN,NaN,N,0,NaN
10/07/1992,-14.8,999.7,10,6,350,NaN,NaN,NW,2,NaN
11/07/1992,-8.8,993.65,6,0,70,NaN,NaN,N,3,NaN
12/07/1992,-15.35,1003.1,8,5,300,NaN,NaN,NW,0,NaN
13/07/1992,-17.55,1017.2,8,2,310,NaN,NaN,NE,0,NaN
14/07/1992,-9.15,1009.2,54,10,10,NaN,NaN,N,1,NaN
15/07/1992,-1.95,993.1,51,16,20,NaN,NaN,NW,4,NaN
16/07/1992,-1.2,991.75,46,15,360,NaN,NaN,N,7,NaN
17/07/1992,-0.1,978.05,28,10,360,NaN,NaN,SE,4,NaN
18/07/1992,-0.8,977.5,23,17,350,NaN,NaN,NW,4,NaN
19/07/1992,-4.9,992.65,16,16,230,NaN,NaN,NW,1,NaN
20/07/1992,-8.05,1008.65,14,4,240,NaN,NaN,N,0,NaN
21/07/1992,-3.55,1012.9,14,5,320,NaN,NaN,NW,0,NaN
22/07/1992,-0.25,997.95,52,29,20,NaN,NaN,N,2,NaN
23/07/1992,-0.3,988.6,55,28,350,NaN,NaN,NW,8,NaN
24/07/1992,0.8,978.4,49,33,350,NaN,NaN,NW,16,NaN
25/07/1992,-2.75,968.7,24,8,190,NaN,NaN,SW,4,NaN
26/07/1992,-4.25,972.7,52,16,20,NaN,NaN,NW,1,NaN
27/07/1992,-8.7,983.75,24,7,20,NaN,NaN,E,0,NaN
28/07/1992,-11.65,995,19,8,100,NaN,NaN,W,0,NaN
29/07/1992,-14.05,997.3,14,5,330,NaN,NaN,NW,0,NaN
30/07/1992,-11.15,992.8,16,9,300,NaN,NaN,W,0,NaN
31/07/1992,-7.05,985.95,25,15,270,NaN,NaN,W,3,NaN
1/08/1992,-15.85,993.3,22,9,300,NaN,NaN,NW,-998,NaN
2/08/1992,-12.75,1006.85,16,3,320,NaN,NaN,SE,0,NaN
3/08/1992,-8.65,1012.9,9,3,130,NaN,NaN,NW,0,NaN
4/08/1992,-9.65,1006.55,14,3,120,NaN,NaN,SE,0,NaN
5/08/1992,-0.45,997.05,23,9,360,NaN,NaN,SE,7,NaN
6/08/1992,-0.5,989.7,46,18,10,NaN,NaN,N,5,NaN
7/08/1992,-2,985.7,18,13,340,NaN,NaN,NW,3,NaN
8/08/1992,-14.15,982.55,13,7,250,NaN,NaN,NW,1,NaN
9/08/1992,-19.45,985.5,11,7,310,NaN,NaN,NW,0,NaN
10/08/1992,-15.2,988.1,18,9,60,NaN,NaN,NE,-998,NaN
11/08/1992,-12.5,987.25,9,3,120,NaN,NaN,SE,0,NaN
12/08/1992,-7.25,986.55,42,11,10,NaN,NaN,NE,0,NaN
13/08/1992,-1.2,989.4,34,12,20,NaN,NaN,E,0,NaN
14/08/1992,2,981.15,63,32,20,NaN,NaN,NE,5,NaN
15/08/1992,0.35,978.3,38,23,360,NaN,NaN,N,1,NaN
16/08/1992,-2.35,985.7,19,9,340,NaN,NaN,NW,0,NaN
17/08/1992,-2.75,987.95,42,17,20,NaN,NaN,N,2,NaN
18/08/1992,-1.35,981.55,65,19,10,NaN,NaN,NE,1,NaN
19/08/1992,0.1,973.25,55,19,20,NaN,NaN,N,1,NaN
20/08/1992,-0.25,977.8,40,23,360,NaN,NaN,N,2,NaN
21/08/1992,-4.1,983.4,22,8,300,NaN,NaN,NW,0,NaN
22/08/1992,-0.95,976.5,49,20,10,NaN,NaN,N,-998,NaN
23/08/1992,-4.15,984.5,34,9,10,NaN,NaN,N,0,NaN
24/08/1992,-5.25,976.7,49,18,60,NaN,NaN,NE,-998,NaN
25/08/1992,-6.15,983.4,26,17,10,NaN,NaN,N,-998,NaN
26/08/1992,-8.05,994.85,25,11,230,NaN,NaN,SW,0,NaN
27/08/1992,-5.7,996.55,26,17,250,NaN,NaN,W,4,NaN
28/08/1992,-1.95,987.75,40,21,340,NaN,NaN,NW,7,NaN
29/08/1992,-9.3,977.2,55,23,330,NaN,NaN,SW,0,NaN
30/08/1992,-16.9,998.9,20,9,320,NaN,NaN,W,-998,NaN
31/08/1992,-8.5,1008.65,16,7,110,NaN,NaN,NW,0,NaN
1/09/1992,-3.5,992.2,50,29,10,NaN,NaN,N,7,NaN
2/09/1992,-1.15,978.85,23,9,340,NaN,NaN,NW,7,NaN
3/09/1992,0.15,973.7,24,12,30,NaN,NaN,SE,0,NaN
4/09/1992,-2.5,961.45,35,19,10,NaN,NaN,SW,2,NaN
5/09/1992,-6.8,959.45,56,23,40,NaN,NaN,NE,7,NaN
6/09/1992,-10.5,976.3,20,11,210,NaN,NaN,N,0,NaN
7/09/1992,-11.05,996.1,27,9,110,NaN,NaN,NW,0,NaN
8/09/1992,-0.95,995.2,57,26,50,NaN,NaN,N,0,NaN
9/09/1992,0.8,989.2,59,37,10,NaN,NaN,N,12,NaN
10/09/1992,-2.2,983,55,23,350,NaN,NaN,N,1,NaN
11/09/1992,-0.55,993.2,58,31,350,NaN,NaN,N,5,NaN
12/09/1992,0.85,984.6,74,39,360,NaN,NaN,N,8,NaN
13/09/1992,-0.4,974.95,55,26,330,NaN,NaN,N,1,NaN
14/09/1992,-7,976.55,35,11,190,NaN,NaN,SW,2,NaN
15/09/1992,-9.75,986.9,31,9,20,NaN,NaN,SE,0,NaN
16/09/1992,-2.45,976.15,58,31,30,NaN,NaN,N,2,NaN
17/09/1992,-5.9,976.55,42,7,240,NaN,NaN,W,0,NaN
18/09/1992,-2.75,990.45,34,20,340,NaN,NaN,NW,1,NaN
19/09/1992,0.7,985.6,58,29,20,NaN,NaN,N,4,NaN
20/09/1992,0.25,974.5,48,10,360,NaN,NaN,N,2,NaN
21/09/1992,-1.1,965.25,14,4,280,NaN,NaN,N,3,NaN
22/09/1992,-2,969.45,22,5,60,NaN,NaN,E,-998,NaN
23/09/1992,-4.9,983.95,26,8,110,NaN,NaN,E,0,NaN
24/09/1992,-5.8,997,30,8,120,NaN,NaN,N,0,NaN
25/09/1992,-9.7,999.15,18,6,250,NaN,NaN,S,0,NaN
26/09/1992,-11.15,998.9,12,6,180,NaN,NaN,N,0,NaN
27/09/1992,-10.1,998.15,14,5,360,NaN,NaN,N,0,NaN
28/09/1992,-8.3,995.2,12,4,10,NaN,NaN,SE,0,NaN
29/09/1992,-6.85,998.2,18,10,360,NaN,NaN,N,0,NaN
30/09/1992,-3.5,1001.35,12,5,130,NaN,NaN,SE,0,NaN
1/10/1992,-3.85,991.6,44,25,90,NaN,NaN,E,0,NaN
2/10/1992,-4.1,978.6,50,24,90,NaN,NaN,E,0,NaN
3/10/1992,-3.2,983.6,22,6,90,NaN,NaN,E,0,NaN
4/10/1992,-1.25,987.05,39,23,20,NaN,NaN,N,-998,NaN
5/10/1992,-3.05,984.95,38,15,60,NaN,NaN,E,0,NaN
6/10/1992,-3.4,999.75,16,4,280,NaN,NaN,S,-998,NaN
7/10/1992,-5.5,1014.25,11,4,230,NaN,NaN,NE,0,NaN
8/10/1992,-5.75,1019.15,13,6,360,NaN,NaN,N,0,NaN
9/10/1992,-3.55,1008,36,12,90,NaN,NaN,E,0,NaN
10/10/1992,0.8,991.5,55,24,50,NaN,NaN,N,1,NaN
11/10/1992,1.35,979,48,22,360,NaN,NaN,N,1,NaN
12/10/1992,0.75,979.65,40,23,360,NaN,NaN,N,2,NaN
13/10/1992,0.6,978.55,31,10,10,NaN,NaN,N,-998,NaN
14/10/1992,0.05,973.8,22,8,150,NaN,NaN,N,0,NaN
15/10/1992,0.5,969.55,31,10,10,NaN,NaN,N,0,NaN
16/10/1992,-1.15,978,39,24,10,NaN,NaN,N,1,NaN
17/10/1992,-0.8,980.4,51,26,20,NaN,NaN,N,4,NaN
18/10/1992,0.65,989.1,42,20,10,NaN,NaN,N,0,NaN
19/10/1992,1.75,986.85,40,10,10,NaN,NaN,NW,9,NaN
20/10/1992,1,974.45,58,11,70,NaN,NaN,NE,0,NaN
21/10/1992,-1.75,964.2,56,24,70,NaN,NaN,NE,1,NaN
22/10/1992,-0.85,975,24,14,360,NaN,NaN,N,0,NaN
23/10/1992,-1.1,980.15,40,17,120,NaN,NaN,E,0,NaN
24/10/1992,0.15,974.15,40,17,60,NaN,NaN,NE,0,NaN
25/10/1992,1.15,968.9,27,7,180,NaN,NaN,E,0,NaN
26/10/1992,0.45,969.5,14,3,310,NaN,NaN,SE,0,NaN
27/10/1992,-1.2,983.8,16,4,220,NaN,NaN,SE,1,NaN
28/10/1992,-3.85,972.55,14,7,220,NaN,NaN,SW,1,NaN
29/10/1992,-4.1,980.65,18,7,230,NaN,NaN,SW,-998,NaN
30/10/1992,-3.15,987.05,23,5,220,NaN,NaN,E,-998,NaN
31/10/1992,-4,981.7,20,7,50,NaN,NaN,NE,0,NaN
1/11/1992,-1.2,979.9,23,5,60,NaN,NaN,NW,0,NaN
2/11/1992,0.3,986.2,18,9,360,NaN,NaN,N,-998,NaN
3/11/1992,-2.7,993.85,36,13,140,NaN,NaN,SW,0,NaN
4/11/1992,-0.2,985.4,58,19,20,NaN,NaN,SW,1,NaN
5/11/1992,-0.95,973.6,41,13,360,NaN,NaN,N,0,NaN
6/11/1992,-3.4,972.65,35,21,230,NaN,NaN,SW,0,NaN
7/11/1992,-6.2,986,22,11,220,NaN,NaN,SW,-998,NaN
8/11/1992,-5.5,989.75,25,13,190,NaN,NaN,S,0,NaN
9/11/1992,-3.6,993.05,22,11,220,NaN,NaN,SW,0,NaN
10/11/1992,-1.15,1002.8,20,7,22,NaN,NaN,NW,0,NaN
11/11/1992,0.65,1011.3,19,11,230,NaN,NaN,SW,0,NaN
12/11/1992,0.75,1009.2,14,7,310,NaN,NaN,NW,-998,NaN
13/11/1992,2.05,996.9,55,27,20,NaN,NaN,N,1,NaN
14/11/1992,2.2,985.2,49,25,340,NaN,NaN,N,7,NaN
15/11/1992,1.25,992.25,53,23,350,NaN,NaN,NW,1,NaN
16/11/1992,1.8,999.2,40,13,10,NaN,NaN,NW,4,NaN
17/11/1992,2.6,994.45,32,11,220,NaN,NaN,NW,4,NaN
18/11/1992,2.3,990.85,26,9,10,NaN,NaN,NW,-998,NaN
19/11/1992,1.3,985.15,45,21,10,NaN,NaN,NW,2,NaN
20/11/1992,1.3,993.25,29,13,310,NaN,NaN,NW,0,NaN
21/11/1992,1.1,1002.7,19,5,240,NaN,NaN,SE,0,NaN
22/11/1992,1.65,1000.9,43,16,360,NaN,NaN,NW,10,NaN
23/11/1992,0.3,997.6,39,15,360,NaN,NaN,N,3,NaN
24/11/1992,-0.1,986.65,44,15,360,NaN,NaN,NW,5,NaN
25/11/1992,-0.05,987.7,26,11,340,NaN,NaN,SW,2,NaN
26/11/1992,2.45,987.6,48,17,20,NaN,NaN,N,9,NaN
27/11/1992,1.85,982.95,29,17,350,NaN,NaN,NW,1,NaN
28/11/1992,1.1,987.35,30,15,30,NaN,NaN,NW,0,NaN
29/11/1992,1.4,989.55,40,13,20,NaN,NaN,NW,5,NaN
30/11/1992,2.25,1000,16,4,140,NaN,NaN,SE,9,NaN
1/12/1992,3.3,998.65,55,22,10,NaN,NaN,NE,7,NaN
2/12/1992,4.1,993.9,54,20,20,NaN,NaN,NE,6,NaN
3/12/1992,3.35,995,56,33,360,NaN,NaN,N,3,NaN
4/12/1992,3.15,997.9,45,25,350,NaN,NaN,N,4,NaN
5/12/1992,3.45,1004.3,28,7,360,NaN,NaN,SE,0,NaN
6/12/1992,5.85,1007.5,35,9,20,NaN,NaN,N,0,NaN
7/12/1992,4.6,1003.85,33,11,30,NaN,NaN,SE,0,NaN
8/12/1992,3.7,997.25,58,26,20,NaN,NaN,N,9,NaN
9/12/1992,1.25,994.85,29,17,330,NaN,NaN,NW,1,NaN
10/12/1992,1.2,992.65,30,17,340,NaN,NaN,NW,5,NaN
11/12/1992,0.8,994.45,27,17,250,NaN,NaN,SW,3,NaN
12/12/1992,3.25,992.75,39,9,10,NaN,NaN,N,-998,NaN
13/12/1992,1.35,978.9,16,3,180,NaN,NaN,NW,8,NaN
14/12/1992,2.65,975,12,6,120,NaN,NaN,SE,0,NaN
15/12/1992,2.1,981.05,11,9,250,NaN,NaN,NW,1,NaN
16/12/1992,2.45,988.5,13,8,120,NaN,NaN,NW,3,NaN
17/12/1992,3.85,987.5,39,15,30,NaN,NaN,SE,0,NaN
18/12/1992,4.45,985.6,41,9,20,NaN,NaN,SE,0,NaN
19/12/1992,2.3,985.6,23,9,90,NaN,NaN,NW,0,NaN
20/12/1992,2.7,986.7,14,7,120,NaN,NaN,NW,0,NaN
21/12/1992,3.5,990.4,27,9,20,NaN,NaN,N,0,NaN
22/12/1992,5.45,991.6,44,23,50,NaN,NaN,NE,0,NaN
23/12/1992,4.05,992,39,8,110,NaN,NaN,NW,15,NaN
24/12/1992,4.75,997.75,34,10,120,NaN,NaN,SE,0,NaN
25/12/1992,4.7,999,47,18,10,NaN,NaN,N,0,NaN
26/12/1992,5.55,996.25,26,7,20,NaN,NaN,SE,0,NaN
27/12/1992,5.65,983.6,20,5,320,NaN,NaN,NW,0,NaN
28/12/1992,3.4,985.75,10,3,290,NaN,NaN,NW,1,NaN
29/12/1992,1.8,989.9,24,11,220,NaN,NaN,SW,3,NaN
30/12/1992,2.2,997.45,18,10,220,NaN,NaN,SW,0,NaN
31/12/1992,2.35,1001.1,8,3,120,NaN,NaN,NW,4,NaN
1/01/1993,3.2,1004.85,8,2,300,NaN,NaN,NW,-998,NaN
2/01/1993,1.65,1005.05,9,5,310,NaN,NaN,NW,5,NaN
3/01/1993,4.6,1001.9,11,3,120,NaN,NaN,SE,-998,NaN
4/01/1993,3.7,992.75,32,9,70,NaN,NaN,NE,2,NaN
5/01/1993,6.4,985.3,33,15,30,NaN,NaN,NE,1,NaN
6/01/1993,6.55,988.9,38,13,20,NaN,NaN,NE,2,NaN
7/01/1993,5.7,996.8,14,3,340,NaN,NaN,SE,0,NaN
8/01/1993,3.3,1004.15,7,2,210,NaN,NaN,SW,-998,NaN
9/01/1993,1.05,1006,8,3,220,NaN,NaN,SW,1,NaN
10/01/1993,0.2,1002.2,10,3,100,NaN,NaN,NW,0,NaN
11/01/1993,0.4,993.25,12,7,60,NaN,NaN,NW,0,NaN
12/01/1993,0.75,982.55,26,8,80,NaN,NaN,E,-998,NaN
13/01/1993,2.1,984.05,32,9,110,NaN,NaN,E,0,NaN
14/01/1993,3.7,991.1,39,17,110,NaN,NaN,SE,0,NaN
15/01/1993,4.8,998.4,22,9,100,NaN,NaN,E,0,NaN
16/01/1993,2.35,1004.2,9,3,270,NaN,NaN,NE,0,NaN
17/01/1993,2.75,1003.65,23,5,30,NaN,NaN,NE,0,NaN
18/01/1993,2.5,996.3,26,5,20,NaN,NaN,SE,4,NaN
19/01/1993,1.65,992.55,13,2,80,NaN,NaN,W,7,NaN
20/01/1993,3.35,993.8,28,9,20,NaN,NaN,NE,1,NaN
21/01/1993,4,992.75,38,9,70,NaN,NaN,NE,3,NaN
22/01/1993,3.25,996.75,8,2,140,NaN,NaN,SE,-998,NaN
23/01/1993,4.95,998.35,8,3,120,NaN,NaN,NW,0,NaN
24/01/1993,2.95,999.7,13,5,10,NaN,NaN,NW,0,NaN
25/01/1993,3.2,995.4,19,3,100,NaN,NaN,NW,0,NaN
26/01/1993,2.8,992.1,19,5,110,NaN,NaN,NW,0,NaN
27/01/1993,3.2,990.05,25,3,30,NaN,NaN,NW,-998,NaN
28/01/1993,4.3,989.4,29,11,10,NaN,NaN,E,20,NaN
29/01/1993,3.65,988.55,30,15,360,NaN,NaN,N,-998,NaN
30/01/1993,3.05,987.6,6,1,210,NaN,NaN,SW,0,NaN
31/01/1993,2.65,990.5,6,1,190,NaN,NaN,S,0,NaN
1/02/1993,2.9,993.85,8,1,310,NaN,NaN,N,0,NaN
2/02/1993,2.6,994.4,30,9,30,NaN,NaN,SE,4,NaN
3/02/1993,3.55,990.9,34,9,60,NaN,NaN,NE,0,NaN
4/02/1993,4.3,984.8,44,17,70,NaN,NaN,NE,5,NaN
5/02/1993,3.95,990,14,5,250,NaN,NaN,N,0,NaN
6/02/1993,1.75,999.9,34,11,360,NaN,NaN,N,0,NaN
7/02/1993,3.65,993.2,49,23,20,NaN,NaN,N,1,NaN
8/02/1993,4.7,978.25,42,5,120,NaN,NaN,SE,3,NaN
9/02/1993,2.45,975.8,22,7,290,NaN,NaN,NW,2,NaN
10/02/1993,2.5,983.05,10,3,150,NaN,NaN,SE,0,NaN
11/02/1993,4.5,975.95,58,21,30,NaN,NaN,N,4,NaN
12/02/1993,3.65,976.2,30,13,20,NaN,NaN,N,4,NaN
13/02/1993,5.55,980.35,26,5,20,NaN,NaN,SE,0,NaN
14/02/1993,3.2,987.65,8,2,330,NaN,NaN,NW,1,NaN
15/02/1993,1.85,989.15,10,2,200,NaN,NaN,SE,3,NaN
16/02/1993,0.7,990.55,13,5,310,NaN,NaN,NW,-998,NaN
17/02/1993,1.55,994.05,21,7,190,NaN,NaN,S,-998,NaN
18/02/1993,2.1,991.4,16,6,200,NaN,NaN,S,0,NaN
19/02/1993,-0.2,996.65,22,9,250,NaN,NaN,SW,0,NaN
20/02/1993,0.85,996.15,16,8,270,NaN,NaN,NW,2,NaN
21/02/1993,0.9,994.7,29,11,220,NaN,NaN,W,1,NaN
22/02/1993,1.65,1006.4,24,10,220,NaN,NaN,SW,0,NaN
23/02/1993,1.7,1017.2,20,9,230,NaN,NaN,SW,0,NaN
24/02/1993,2.15,1016.5,24,8,230,NaN,NaN,SW,0,NaN
25/02/1993,3,1012.3,12,6,200,NaN,NaN,SE,0,NaN
26/02/1993,0.9,1005.55,6,2,300,NaN,NaN,SE,6,NaN
27/02/1993,1.4,1001.25,9,2,210,NaN,NaN,SW,-998,NaN
28/02/1993,0.75,1006.75,12,4,360,NaN,NaN,NW,0,NaN
1/03/1993,4,1007.35,32,12,40,NaN,NaN,SE,10,NaN
2/03/1993,4.1,996.55,39,23,20,NaN,NaN,N,6,NaN
3/03/1993,3,990.2,30,12,330,NaN,NaN,NW,2,NaN
4/03/1993,3.05,979.4,45,22,310,NaN,NaN,NW,28,NaN
5/03/1993,1.25,984.6,24,8,310,NaN,NaN,W,0,NaN
6/03/1993,0.45,978.15,46,10,110,NaN,NaN,SE,1,NaN
7/03/1993,2.75,975.9,48,14,100,NaN,NaN,E,0,NaN
8/03/1993,1.65,979.35,39,9,70,NaN,NaN,NE,0,NaN
9/03/1993,4.75,973.4,40,17,100,NaN,NaN,E,0,NaN
10/03/1993,4.7,973.3,41,17,20,NaN,NaN,N,1,NaN
11/03/1993,3.9,980.15,29,12,10,NaN,NaN,N,1,NaN
12/03/1993,2.2,983.65,28,6,360,NaN,NaN,N,1,NaN
13/03/1993,0.85,986.7,16,4,200,NaN,NaN,NE,-998,NaN
14/03/1993,-0.45,985.35,28,11,350,NaN,NaN,NE,1,NaN
15/03/1993,-0.8,984.5,24,7,220,NaN,NaN,SW,1,NaN
16/03/1993,-0.3,985.9,25,9,270,NaN,NaN,SW,7,NaN
17/03/1993,0.1,982.5,42,14,10,NaN,NaN,NW,55,NaN
18/03/1993,-2.1,979.7,31,20,200,NaN,NaN,SW,16,NaN
19/03/1993,-3.4,995.3,25,12,190,NaN,NaN,S,0,NaN
20/03/1993,-1.6,1001.25,20,6,220,NaN,NaN,SW,0,NaN
21/03/1993,-1.2,996.05,26,7,60,NaN,NaN,NE,0,NaN
22/03/1993,-1.85,997.85,19,6,60,NaN,NaN,NE,-998,NaN
23/03/1993,-1.75,1002.75,16,7,30,NaN,NaN,NE,0,NaN
24/03/1993,-1.45,994.95,24,8,20,NaN,NaN,NE,0,NaN
25/03/1993,-2.05,982.3,38,18,210,NaN,NaN,SW,0,NaN
26/03/1993,-0.55,980.95,46,24,340,NaN,NaN,N,4,NaN
27/03/1993,-2.6,974.1,26,7,20,NaN,NaN,NE,11,NaN
28/03/1993,-5.35,974.6,28,11,330,NaN,NaN,NW,1,NaN
29/03/1993,-3.95,981.6,29,7,200,NaN,NaN,SW,1,NaN
30/03/1993,-4.3,984.4,34,15,100,NaN,NaN,NE,0,NaN
31/03/1993,-4.5,986.4,39,14,100,NaN,NaN,E,1,NaN
1/04/1993,-3.75,988.6,22,4,100,NaN,NaN,NE,0,NaN
2/04/1993,-1.95,993.35,16,5,200,NaN,NaN,SW,-998,NaN
3/04/1993,1.05,995.05,28,6,10,NaN,NaN,NW,2,NaN
4/04/1993,3.4,981.8,60,26,30,NaN,NaN,NE,20,NaN
5/04/1993,2,980.95,36,17,10,NaN,NaN,NW,10,NaN
6/04/1993,2.1,985.3,30,6,20,NaN,NaN,SE,-998,NaN
7/04/1993,0.2,986.85,10,3,240,NaN,NaN,NW,2,NaN
8/04/1993,-0.15,984.2,22,2,60,NaN,NaN,NE,0,NaN
9/04/1993,0.4,974.95,40,14,70,NaN,NaN,SE,0,NaN
10/04/1993,1.05,978.7,33,7,70,NaN,NaN,NE,0,NaN
11/04/1993,0.7,975.05,63,23,40,NaN,NaN,N,0,NaN
12/04/1993,1.4,976.15,32,8,20,NaN,NaN,NE,1,NaN
13/04/1993,-0.3,981.3,22,4,60,NaN,NaN,NE,-998,NaN
14/04/1993,-0.75,994.05,22,7,200,NaN,NaN,SW,0,NaN
15/04/1993,-1.7,1004.5,22,6,220,NaN,NaN,SW,1,NaN
16/04/1993,-0.4,1007,14,6,330,NaN,NaN,NW,8,NaN
17/04/1993,-0.9,1007.15,22,12,220,NaN,NaN,SW,9,NaN
18/04/1993,-1.45,996.85,19,7,220,NaN,NaN,SW,0,NaN
19/04/1993,-1.8,980.55,28,8,230,NaN,NaN,SW,7,NaN
20/04/1993,-3.15,985.5,29,13,200,NaN,NaN,SW,0,NaN
21/04/1993,-1.85,993,30,9,340,NaN,NaN,SW,4,NaN
22/04/1993,-1.25,980.65,28,10,270,NaN,NaN,NW,15,NaN
